,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,1338577405061914624,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_user_id,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,255284270,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_user_id_str,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,255284270,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_screen_name,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,waterparks,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
geo,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
coordinates,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
place,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
contributors,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
is_quote_status,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
retweet_count,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
favorite_count,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
favorited,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
retweeted,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
lang,567713912,567713912,kelly ❀,acatadeadlydull,she/her | 23 | tx ♡,,+ all the way until the bitter end.,https://t.co/FbB3qTT2VH,,False,7768,609,50,Tue May 01 01:02:17 +0000 2012,14813,,,True,False,43176,,en,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_images/1331355463171104768/TjarIwrx_normal.jpg,https://pbs.twimg.com/profile_banners/567713912/1606254853,B594F2,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
