,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_status_id_str,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id_str,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_screen_name,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
geo,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
coordinates,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
place,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
contributors,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted_status,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,"{'created_at': 'Mon Dec 14 17:40:09 +0000 2020', 'id': 1338539287822757888, 'id_str': '1338539287822757888', 'text': 'didnt draw dewey and louie 😭 https://t.co/w2Ruuaij97', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1338539166447984641, 'id_str': '1338539166447984641', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/EpNyR64UYAE1DvW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpNyR64UYAE1DvW.jpg', 'url': 'https://t.co/w2Ruuaij97', 'display_url': 'pic.twitter.com/w2Ruuaij97', 'expanded_url': 'https://twitter.com/winteamelon/status/1338539287822757888/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 449, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1352, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 792, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1338539166447984641, 'id_str': '1338539166447984641', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/EpNyR64UYAE1DvW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpNyR64UYAE1DvW.jpg', 'url': 'https://t.co/w2Ruuaij97', 'display_url': 'pic.twitter.com/w2Ruuaij97', 'expanded_url': 'https://twitter.com/winteamelon/status/1338539287822757888/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 449, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1352, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 792, 'h': 1200, 'resize': 'fit'}}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 157, 'favorite_count': 916, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
is_quote_status,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
retweet_count,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,157,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
favorite_count,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,0,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
favorited,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
possibly_sensitive,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
lang,902602947867049984,902602947867049984,🎄,temorinki,,,"it's ok to call me tem|🇨🇱|the ceo of Rhythm Heaven|I make art|@asseMBly_needed ❤️  I Love you, and I'm proud of you",https://t.co/xcAfdvr7tt,,False,1124,802,14,Tue Aug 29 18:44:47 +0000 2017,66511,,,False,False,21974,,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_images/1336142851927912448/ZjpfODWC_normal.jpg,https://pbs.twimg.com/profile_banners/902602947867049984/1607135503,774466,000000,000000,000000,False,True,False,False,False,False,False,none
