,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id_str,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_screen_name,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
geo,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
coordinates,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
place,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
contributors,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted_status,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,"{'created_at': 'Mon Dec 07 15:43:37 +0000 2020', 'id': 1335973243803623426, 'id_str': '1335973243803623426', 'text': 'i think about this a lot https://t.co/56FQK8tKhd', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1335973240771121155, 'id_str': '1335973240771121155', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'url': 'https://t.co/56FQK8tKhd', 'display_url': 'pic.twitter.com/56FQK8tKhd', 'expanded_url': 'https://twitter.com/sarahcastiic/status/1335973243803623426/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 380, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 827, 'h': 1478, 'resize': 'fit'}, 'medium': {'w': 671, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1335973240771121155, 'id_str': '1335973240771121155', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'url': 'https://t.co/56FQK8tKhd', 'display_url': 'pic.twitter.com/56FQK8tKhd', 'expanded_url': 'https://twitter.com/sarahcastiic/status/1335973243803623426/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 380, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 827, 'h': 1478, 'resize': 'fit'}, 'medium': {'w': 671, 'h': 1200, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 79627, 'favorite_count': 510486, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
is_quote_status,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
retweet_count,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,79627,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
favorite_count,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,0,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
favorited,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
possibly_sensitive,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
lang,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
