,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
possibly_sensitive,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,132928996,132928996,Counterview,counterviewnet,Ahmedabad,,"Twitter handle of Counterview, edited by Rajiv Shah, ex-political editor, The Times of India; foreign correspondent, Moscow, 1986-93, Patriot-Link",https://t.co/wLa7JEnMZm,,False,1407,571,15,Wed Apr 14 15:10:25 +0000 2010,1773,,,False,False,18431,,en,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_images/1078950203451936769/GR-jxg-D_normal.jpg,https://pbs.twimg.com/profile_banners/132928996/1546077199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
