,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_status_id_str,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_user_id,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_user_id_str,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_screen_name,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
geo,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
coordinates,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
place,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
contributors,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
is_quote_status,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
retweet_count,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
favorite_count,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
favorited,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
retweeted,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
possibly_sensitive,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
lang,390307376,390307376,🎄,Deathpressionn,20 | ♂,,A gentle madman / @ADTrash4 💜/ CEO of Monokuma,https://t.co/Li5cvYwZCi,,False,1136,1612,25,Thu Oct 13 19:42:14 +0000 2011,72071,,,True,False,214146,,en,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_images/1338548961318211589/Cm22h_GW_normal.jpg,https://pbs.twimg.com/profile_banners/390307376/1606922487,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
