,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,1338741750483939329,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_user_id,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,1242144051127705600,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_user_id_str,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,1242144051127705600,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_screen_name,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,reignofsakura,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
geo,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
coordinates,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
place,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
contributors,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
is_quote_status,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
retweet_count,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
favorite_count,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
favorited,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
retweeted,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
lang,1290818269641752576,1290818269641752576,a is waiting for the snow to fall,clvcks,🇰🇷🏳️‍🌈  || harveytown,,☽☼ • this alt kid makes edits of british men • she/her • @picsofcoldplay,https://t.co/uzzDfAFkzV,,False,390,370,2,Wed Aug 05 01:13:58 +0000 2020,17399,,,False,False,10647,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_images/1337729781392048128/MgsdRyTW_normal.jpg,https://pbs.twimg.com/profile_banners/1290818269641752576/1607774141,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
