,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,103467620,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,103467620,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,gwatsky,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1079160903814270977,1079160903814270977,Roewyn 🌈✨||,drownanathema,,,"I don't care, where you've been, how many miles I still love you.",,,False,145,219,3,Sat Dec 29 23:43:04 +0000 2018,12067,,,False,False,1331,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_images/1203379081938640896/vpjIfORu_normal.jpg,https://pbs.twimg.com/profile_banners/1079160903814270977/1580738347,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
