,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_screen_name,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted_status,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,"{'created_at': 'Tue Dec 15 08:25:12 +0000 2020', 'id': 1338762016790511617, 'id_str': '1338762016790511617', 'text': 'literally has a book dedicated to about it 😭 https://t.co/nZVtqRqf5z', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nZVtqRqf5z', 'expanded_url': 'https://twitter.com/notawethang/status/1338638055209652225', 'display_url': 'twitter.com/notawethang/st…', 'indices': [45, 68]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1338638055209652225, 'quoted_status_id_str': '1338638055209652225', 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,1338638055209652225,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id_str,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,1338638055209652225,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1210367946280722433,1210367946280722433,E.T Shows Hole,MeBitchigotTime,"California, USA",,She/Her || Stop checking my bio. Bitch I’m the cat’s meow 🐱I make AND sell content 🔞,https://t.co/XTlN90nGwV,,False,2336,1240,7,Fri Dec 27 01:13:13 +0000 2019,109919,,,False,False,72299,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_images/1275362133958463490/WLWDd5U4_normal.jpg,https://pbs.twimg.com/profile_banners/1210367946280722433/1603336996,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
