,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id_str,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_screen_name,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
geo,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
coordinates,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
place,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
contributors,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
is_quote_status,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
retweet_count,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,0,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
favorite_count,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,3,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
favorited,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
possibly_sensitive,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
lang,735418494892662784,735418494892662784,Chris @ still on Carol Gay 🏳️‍🌈,Carolnein,finally with the gf,,"Chris/Lynx, she/her, 25+, not thirsty | taken by @meganekkomeguca | icon by @DLanon, header by @Parmetan | Ko-fi https://t.co/dGIAsxwtLO",https://t.co/0OAIGXf4a2,,False,561,130,3,Wed May 25 10:33:27 +0000 2016,13605,,,False,False,41666,,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_images/760273481132933121/WAHInfjd_normal.jpg,https://pbs.twimg.com/profile_banners/735418494892662784/1471724650,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
