,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_user_id,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_user_id_str,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_screen_name,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
geo,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
coordinates,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
place,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
contributors,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
retweeted_status,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,"{'created_at': 'Sun Dec 13 19:54:37 +0000 2020', 'id': 1338210740575068166, 'id_str': '1338210740575068166', 'text': 'Alternative headline: NYC medic is not being paid a sustainable income despite her important role particularly duri… https://t.co/9Y6ZWL9yIp', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9Y6ZWL9yIp', 'expanded_url': 'https://twitter.com/i/web/status/1338210740575068166', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1337811721831018498, 'quoted_status_id_str': '1337811721831018498', 'retweet_count': 43820, 'favorite_count': 315626, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
is_quote_status,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,True,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
quoted_status_id,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,1337811721831018498,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
quoted_status_id_str,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,1337811721831018498,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
retweet_count,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,43820,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
favorite_count,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,0,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
favorited,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,False,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
retweeted,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,False,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
lang,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,en,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
