,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted_status,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,"{'created_at': 'Mon Dec 14 05:23:05 +0000 2020', 'id': 1338353798046044164, 'id_str': '1338353798046044164', 'text': 'My family has COVID &amp; the health authority told my mom that if her lips turn blue to go to the hospital. She’s Blac… https://t.co/5Xj4KJhjN1', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5Xj4KJhjN1', 'expanded_url': 'https://twitter.com/i/web/status/1338353798046044164', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 18303, 'favorite_count': 114557, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,18303,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,810523635819520000,810523635819520000,gremlin,emperor_ryjin,sunagakure,,22 ☆ irl anime character || will draw 4 food https://t.co/wMxfHe2xH5,https://t.co/FRoT0o4J9Y,,False,105,231,0,Sun Dec 18 16:34:28 +0000 2016,30156,,,True,False,11522,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_images/1281337780430204928/06ApFS0a_normal.jpg,https://pbs.twimg.com/profile_banners/810523635819520000/1596188451,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
