,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,1339023752512688128,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,823191481800425473,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,823191481800425473,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,WatsonSzn4,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1216152307777359872,1216152307777359872,𝙋𝙧𝙚𝙨𝙞𝙃𝙖𝙧𝙙𝙚𝙣 (𝙿𝚛𝚎𝚜𝚎𝚊𝚜𝚘𝚗),presiharden,Downtown Canada,,President Harden | James Harden will win a ring |🏀@HoustonRockets 🏈@HoustonTexans ⚽️@ChelseaFC| Not affiliated with James Harden| Sub to my YT,https://t.co/EjgChs3R3I,,False,1541,2155,0,Sun Jan 12 00:18:09 +0000 2020,6714,,,False,False,7023,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_images/1338130935997485058/_RgGqzW9_normal.jpg,https://pbs.twimg.com/profile_banners/1216152307777359872/1607015551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
