,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
in_reply_to_user_id_str,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
in_reply_to_screen_name,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
geo,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
coordinates,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
place,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
contributors,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
retweeted_status,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,"{'created_at': 'Wed Dec 16 05:40:17 +0000 2020', 'id': 1339082903813287936, 'id_str': '1339082903813287936', 'text': 'It will be a while before there are any events for folks to utilize the newly renovated bath house, but we took adv… https://t.co/a3tX83uICT', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/a3tX83uICT', 'expanded_url': 'https://twitter.com/i/web/status/1339082903813287936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': '07d9d53793c84002', 'url': 'https://api.twitter.com/1.1/geo/id/07d9d53793c84002.json', 'place_type': 'poi', 'name': 'Lafayette Square Park', 'full_name': 'Lafayette Square Park', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.63590976781906, 39.298027821621034], [-76.63590976781906, 39.298027821621034], [-76.63590976781906, 39.298027821621034], [-76.63590976781906, 39.298027821621034]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
is_quote_status,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,False,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
retweet_count,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,1,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
favorite_count,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,0,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
favorited,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,False,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
retweeted,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,False,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
lang,23448056,23448056,MolotovFlicker Ignoring Your Questions Since 1902®,MolotovFlicker,Washington D.C.,,Washington by day; Baltimore by night. Beltway politics and Baltimore crime. Not a free online service. Just another feral cat. Get personal = get bounced.,,,False,6040,513,253,Mon Mar 09 15:31:27 +0000 2009,38964,,,True,False,103514,,en,False,False,False,86ADC2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_images/1325514983761981441/GQ1bbCd8_normal.jpg,https://pbs.twimg.com/profile_banners/23448056/1607994039,4716C4,FFFFFF,DCEEF5,1140DB,True,False,False,False,False,False,False,none
