,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_user_id_str,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_screen_name,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
geo,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
coordinates,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
place,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
contributors,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted_status,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,"{'created_at': 'Mon Dec 14 23:46:14 +0000 2020', 'id': 1338631413147512842, 'id_str': '1338631413147512842', 'text': 'Help Black Woman With Housing. PLEASE RT🚨 https://t.co/gYZ6ObMELW', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gYZ6ObMELW', 'expanded_url': 'https://www.gofundme.com/f/housing-payments-for-2-months?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet', 'display_url': 'gofundme.com/f/housing-paym…', 'indices': [42, 65]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 909, 'favorite_count': 524, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
is_quote_status,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
retweet_count,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,909,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
favorite_count,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,0,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
favorited,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
retweeted,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
possibly_sensitive,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
lang,982422881157177344,982422881157177344,bec💥,bbumblepupp,20/denton,,(they/them)|Lover of milfs and non-men|#blacklivesmatter|#endSARS|#abolishICE|,https://t.co/P45lgj87Rs,,False,736,679,5,Sat Apr 07 01:00:42 +0000 2018,108168,,,True,False,41929,,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_images/1327399740644929537/xOxoD_iw_normal.jpg,https://pbs.twimg.com/profile_banners/982422881157177344/1601177364,F1A7A7,000000,000000,000000,False,True,False,False,False,False,False,none
