,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,1339058232552255491,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id_str,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,1339058232552255491,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
possibly_sensitive,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,776264089345597444,776264089345597444,Eyimofe #EndSARS,ukutii,"Houston, TX",,"Being number 2, just means being the first to loose |22|",,,False,159,252,1,Thu Sep 15 03:39:16 +0000 2016,15738,,,False,False,2463,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_images/1254640183120744449/YPbpfsng_normal.jpg,https://pbs.twimg.com/profile_banners/776264089345597444/1590918741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
