,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted_status,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,"{'created_at': 'Mon Dec 14 20:33:12 +0000 2020', 'id': 1338582835444084736, 'id_str': '1338582835444084736', 'text': 'I can’t wait to open the AirPods my sisters and I got each other for Christmas😂', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,2,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,843966375764811776,843966375764811776,Azia🪐👽,azialokeni,,,Grayson softball || Neko Noa,,,False,254,262,0,Mon Mar 20 23:23:58 +0000 2017,4257,,,True,False,1514,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_images/1292165635590377472/6SP-qC5B_normal.jpg,https://pbs.twimg.com/profile_banners/843966375764811776/1590313914,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
