,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,1143333054930399234,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,1143333054930399234,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,SINGUL4RITYSAN,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1199538138105942016,1199538138105942016,margaret simpson💜ᵇˡᵐ,agreste_dupain_,she/her | minor,,suck! @plaggsbugaboo,,,False,112,59,18,Wed Nov 27 03:59:22 +0000 2019,12473,,,False,False,6592,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_images/1335701397040459779/bq-h3faO_normal.jpg,https://pbs.twimg.com/profile_banners/1199538138105942016/1607290750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
