,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,1339097401802379267,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,973880930753429504,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,973880930753429504,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,xmastreefarm13,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,1,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,1202672657482731520,1202672657482731520,Lin ⁷⁺¹³,PinsByLin_,,,"crying over Taylor Swift and BTS, designing enamel pins, and casually missing deadlines | she/her | '99 liner",https://t.co/TCMbcRIdzR,,False,2806,3377,7,Thu Dec 05 19:34:48 +0000 2019,7871,,,False,False,6219,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_images/1287797187364102144/hCOZcZxo_normal.jpg,https://pbs.twimg.com/profile_banners/1202672657482731520/1601226550,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
