,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
in_reply_to_user_id,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
in_reply_to_user_id_str,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
in_reply_to_screen_name,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
geo,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
coordinates,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
place,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
contributors,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
is_quote_status,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,False,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
retweet_count,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,1,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
favorite_count,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,5,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
favorited,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,False,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
retweeted,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,False,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
lang,628571175,628571175,✨💫🌿𝓗🌿💫✨,hunterpaigee_,"Ontario, Canada",,Grant♡ | 21 | probably napping tbh,https://t.co/Nl6iTBzTr1,,False,2649,461,1,Fri Jul 06 15:52:18 +0000 2012,8733,,,True,False,5503,,en,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_images/1284698431253032960/m0pxSnfM_normal.jpg,https://pbs.twimg.com/profile_banners/628571175/1594507565,9266CC,000000,DDEEF6,333333,False,True,False,False,False,False,False,none
