,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id_str,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,2553549230,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,CalamariTempura,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,2,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
