,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
coordinates,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,True,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,1338860166792429575,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
quoted_status_id_str,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,1338860166792429575,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,0,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
possibly_sensitive,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,2193150934,2193150934,Bob Wa Bantu 🏳️‍🌈,bobbybenza,IN A BAG 💰,,"a creative on an ultralight beam, seeking her God dream 🔦 | Blessed 💕🙏🏾 | Abiola’s Mum 🤰🏾",,,False,1230,699,0,Sat Nov 23 19:35:35 +0000 2013,12136,,,True,False,20967,,en,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_images/1333350946978615298/b5TQkOZq_normal.jpg,https://pbs.twimg.com/profile_banners/2193150934/1578181197,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
