,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_status_id_str,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted_status,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,"{'created_at': 'Mon Dec 14 10:32:00 +0000 2020', 'id': 1338431540494143495, 'id_str': '1338431540494143495', 'text': 'nobody has the sheer amount of class and - for the lack of a better word - Swag™ as the japanese fandom artists who… https://t.co/l1Spfnm7eH', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/l1Spfnm7eH', 'expanded_url': 'https://twitter.com/i/web/status/1338431540494143495', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7753, 'favorite_count': 39030, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
is_quote_status,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweet_count,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,7753,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorite_count,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,0,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
favorited,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
retweeted,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
lang,732454582928871424,732454582928871424,✨🕊️,aIcadeias,Kogami / 22 / She/her,,Kogami's noisy acc 🦝 | Mostly fandom and some personal | I will never shut up about Duema | (FUB free),https://t.co/XWKzmtsXVa,,False,17,21,0,Tue May 17 06:15:55 +0000 2016,8226,,,False,False,9748,,en,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_images/1325760770978668545/mHBO-7Mh_normal.jpg,https://pbs.twimg.com/profile_banners/732454582928871424/1595782769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
