,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
in_reply_to_user_id,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_user_id_str,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_screen_name,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
geo,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
coordinates,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
place,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
contributors,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
is_quote_status,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,True,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
quoted_status_id,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,1339029976386068480,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
quoted_status_id_str,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,1339029976386068480,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
retweet_count,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,0,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
favorite_count,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,1,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
favorited,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,False,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
retweeted,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,False,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
possibly_sensitive,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,False,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
lang,519815708,519815708,tahjah.👁,_TahJah,,,∞ redeye; I’m mentally Crazy. lee me lone.,,,False,475,554,1,Fri Mar 09 20:57:24 +0000 2012,1676,,,False,False,56366,,en,False,False,False,A39F9D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_images/1321326663796428802/oFnVVimr_normal.jpg,https://pbs.twimg.com/profile_banners/519815708/1604766762,4C8784,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
